Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 237.24, best: 277.18
Evaluation return: 238.67, best: 277.18
Evaluation return: 238.54, best: 277.18
Evaluation return: 239.42, best: 277.18
Evaluation return: 242.87, best: 277.18
Evaluation return: 238.09, best: 277.18
Evaluation return: 238.90, best: 277.18
Evaluation return: 236.30, best: 277.18
Evaluation return: 239.80, best: 277.18
Evaluation return: 231.90, best: 277.18
Evaluation return: 242.08, best: 277.18
Evaluation return: 242.77, best: 277.18
Evaluation return: 243.38, best: 277.18
Evaluation return: 239.48, best: 277.18
Evaluation return: 229.95, best: 277.18
Evaluation return: 231.52, best: 277.18
Evaluation return: 232.06, best: 277.18
Evaluation return: 228.10, best: 277.18
Evaluation return: 223.09, best: 277.18
Evaluation return: 239.18, best: 277.18
Evaluation return: 235.60, best: 277.18
Evaluation return: 235.10, best: 277.18
Evaluation return: 238.76, best: 277.18
Evaluation return: 238.05, best: 277.18
Evaluation return: 241.55, best: 277.18
Evaluation return: 241.21, best: 277.18
Evaluation return: 244.69, best: 277.18
Evaluation return: 244.74, best: 277.18
Evaluation return: 251.67, best: 277.18
Evaluation return: 247.13, best: 277.18
Evaluation return: 253.21, best: 277.18
Evaluation return: 241.50, best: 277.18
Evaluation return: 242.87, best: 277.18
Evaluation return: 249.39, best: 277.18
Evaluation return: 258.01, best: 277.18
Evaluation return: 254.99, best: 277.18
Evaluation return: 244.04, best: 277.18
Evaluation return: 250.96, best: 277.18
Evaluation return: 250.73, best: 277.18
Evaluation return: 244.80, best: 277.18
Evaluation return: 240.83, best: 277.18
Evaluation return: 253.28, best: 277.18
Evaluation return: 245.34, best: 277.18
Evaluation return: 240.62, best: 277.18
Evaluation return: 230.21, best: 277.18
Evaluation return: 229.48, best: 277.18
Evaluation return: 232.74, best: 277.18
Evaluation return: 222.57, best: 277.18
Evaluation return: 218.37, best: 277.18
Evaluation return: 228.97, best: 277.18
Evaluation return: 222.16, best: 277.18
Evaluation return: 223.02, best: 277.18
Evaluation return: 225.04, best: 277.18
Evaluation return: 222.66, best: 277.18
Evaluation return: 224.90, best: 277.18
Evaluation return: 232.65, best: 277.18
Evaluation return: 241.16, best: 277.18
Evaluation return: 246.87, best: 277.18
Evaluation return: 246.74, best: 277.18
Evaluation return: 240.75, best: 277.18
Evaluation return: 239.27, best: 277.18
Evaluation return: 234.48, best: 277.18
Evaluation return: 237.28, best: 277.18
Evaluation return: 236.92, best: 277.18
Evaluation return: 236.95, best: 277.18
Evaluation return: 235.00, best: 277.18
Evaluation return: 233.45, best: 277.18
Evaluation return: 229.68, best: 277.18
Evaluation return: 229.91, best: 277.18
Evaluation return: 224.53, best: 277.18
Evaluation return: 231.30, best: 277.18
Evaluation return: 237.28, best: 277.18
Evaluation return: 237.68, best: 277.18
Evaluation return: 242.90, best: 277.18
Evaluation return: 248.54, best: 277.18
Evaluation return: 244.27, best: 277.18
Evaluation return: 244.62, best: 277.18
Evaluation return: 248.22, best: 277.18
Evaluation return: 245.17, best: 277.18
Evaluation return: 253.46, best: 277.18
Evaluation return: 253.57, best: 277.18
Evaluation return: 248.60, best: 277.18
Evaluation return: 246.92, best: 277.18
Evaluation return: 232.47, best: 277.18
Evaluation return: 222.74, best: 277.18
Evaluation return: 215.66, best: 277.18
Evaluation return: 202.80, best: 277.18
Evaluation return: 199.94, best: 277.18
Evaluation return: 208.81, best: 277.18
Evaluation return: 214.56, best: 277.18
Evaluation return: 212.61, best: 277.18
Evaluation return: 215.37, best: 277.18
Evaluation return: 213.61, best: 277.18
Evaluation return: 216.35, best: 277.18
Evaluation return: 228.56, best: 277.18
Evaluation return: 235.04, best: 277.18
Evaluation return: 250.38, best: 277.18
Evaluation return: 250.62, best: 277.18
Evaluation return: 246.43, best: 277.18
Evaluation return: 241.08, best: 277.18
Evaluation return: 243.86, best: 277.18
Evaluation return: 245.73, best: 277.18
Evaluation return: 243.48, best: 277.18
Evaluation return: 245.21, best: 277.18
Evaluation return: 235.89, best: 277.18
Evaluation return: 240.31, best: 277.18
Evaluation return: 233.59, best: 277.18
Evaluation return: 239.68, best: 277.18
Evaluation return: 243.93, best: 277.18
Evaluation return: 238.84, best: 277.18
Evaluation return: 227.82, best: 277.18
Evaluation return: 227.48, best: 277.18
Evaluation return: 225.71, best: 277.18
Evaluation return: 229.05, best: 277.18
Evaluation return: 229.12, best: 277.18
Evaluation return: 225.90, best: 277.18
Evaluation return: 234.77, best: 277.18
Evaluation return: 233.54, best: 277.18
Evaluation return: 222.84, best: 277.18
Evaluation return: 228.58, best: 277.18
Evaluation return: 234.77, best: 277.18
Evaluation return: 234.74, best: 277.18
Evaluation return: 239.59, best: 277.18
Evaluation return: 239.89, best: 277.18
Evaluation return: 243.87, best: 277.18
Evaluation return: 247.13, best: 277.18
Evaluation return: 236.62, best: 277.18
Evaluation return: 234.68, best: 277.18
Evaluation return: 242.40, best: 277.18
Evaluation return: 235.08, best: 277.18
Evaluation return: 231.57, best: 277.18
Evaluation return: 228.99, best: 277.18
Evaluation return: 225.20, best: 277.18
Evaluation return: 226.41, best: 277.18
Evaluation return: 222.32, best: 277.18
Evaluation return: 228.74, best: 277.18
Evaluation return: 233.86, best: 277.18
Evaluation return: 239.26, best: 277.18
Evaluation return: 240.64, best: 277.18
Evaluation return: 247.38, best: 277.18
Evaluation return: 260.21, best: 277.18
Evaluation return: 261.27, best: 277.18
Evaluation return: 262.38, best: 277.18
Evaluation return: 268.36, best: 277.18
Evaluation return: 273.98, best: 277.18
Evaluation return: 255.17, best: 277.18
Evaluation return: 260.72, best: 277.18
Evaluation return: 258.27, best: 277.18
Evaluation return: 257.71, best: 277.18
Evaluation return: 260.77, best: 277.18
Evaluation return: 256.15, best: 277.18
Evaluation return: 261.13, best: 277.18
Evaluation return: 265.52, best: 277.18
Evaluation return: 263.15, best: 277.18
Evaluation return: 259.05, best: 277.18
Evaluation return: 274.63, best: 277.18
Evaluation return: 268.76, best: 277.18
Evaluation return: 270.07, best: 277.18
Evaluation return: 270.72, best: 277.18
Evaluation return: 265.28, best: 277.18
Evaluation return: 264.04, best: 277.18
Evaluation return: 251.89, best: 277.18
Evaluation return: 251.29, best: 277.18
Evaluation return: 245.25, best: 277.18
Evaluation return: 250.70, best: 277.18
Evaluation return: 250.86, best: 277.18
Evaluation return: 250.43, best: 277.18
Evaluation return: 248.27, best: 277.18
Evaluation return: 248.19, best: 277.18
Evaluation return: 243.29, best: 277.18
Evaluation return: 247.15, best: 277.18
Evaluation return: 256.31, best: 277.18
Evaluation return: 259.45, best: 277.18
Evaluation return: 254.91, best: 277.18
Evaluation return: 251.90, best: 277.18
Evaluation return: 249.51, best: 277.18
Evaluation return: 254.52, best: 277.18
Evaluation return: 256.18, best: 277.18
Evaluation return: 249.05, best: 277.18
Evaluation return: 261.96, best: 277.18
Evaluation return: 260.61, best: 277.18
Evaluation return: 263.58, best: 277.18
Evaluation return: 259.01, best: 277.18
Evaluation return: 266.66, best: 277.18
Evaluation return: 266.67, best: 277.18
Evaluation return: 263.54, best: 277.18
Evaluation return: 256.19, best: 277.18
Evaluation return: 253.78, best: 277.18
Evaluation return: 252.64, best: 277.18
Evaluation return: 252.77, best: 277.18
Evaluation return: 247.51, best: 277.18
Evaluation return: 247.62, best: 277.18
Evaluation return: 249.22, best: 277.18
Evaluation return: 251.06, best: 277.18
Evaluation return: 241.04, best: 277.18
Evaluation return: 249.60, best: 277.18
Evaluation return: 251.09, best: 277.18
Evaluation return: 249.19, best: 277.18
Evaluation return: 253.48, best: 277.18
Evaluation return: 242.08, best: 277.18
Evaluation return: 244.02, best: 277.18
Evaluation return: 237.84, best: 277.18
Evaluation return: 241.31, best: 277.18
Evaluation return: 246.17, best: 277.18
Evaluation return: 261.68, best: 277.18
Evaluation return: 260.65, best: 277.18
Evaluation return: 258.70, best: 277.18
Evaluation return: 252.34, best: 277.18
Evaluation return: 249.72, best: 277.18
Evaluation return: 245.70, best: 277.18
Evaluation return: 246.45, best: 277.18
Evaluation return: 252.83, best: 277.18
Evaluation return: 254.45, best: 277.18
Evaluation return: 253.04, best: 277.18
Evaluation return: 248.62, best: 277.18
Evaluation return: 247.16, best: 277.18
Evaluation return: 246.95, best: 277.18
Evaluation return: 254.59, best: 277.18
Evaluation return: 255.23, best: 277.18
Evaluation return: 267.02, best: 277.18
Evaluation return: 269.90, best: 277.18
Evaluation return: 263.32, best: 277.18
Evaluation return: 264.79, best: 277.18
Evaluation return: 257.26, best: 277.18
Evaluation return: 257.61, best: 277.18
Evaluation return: 253.25, best: 277.18
Evaluation return: 255.93, best: 277.18
Evaluation return: 259.21, best: 277.18
Evaluation return: 256.90, best: 277.18
Evaluation return: 257.63, best: 277.18
Evaluation return: 251.93, best: 277.18
Evaluation return: 253.09, best: 277.18
Evaluation return: 250.26, best: 277.18
Evaluation return: 246.52, best: 277.18
Evaluation return: 247.51, best: 277.18
Evaluation return: 250.63, best: 277.18
Evaluation return: 252.23, best: 277.18
Evaluation return: 255.00, best: 277.18
Evaluation return: 260.41, best: 277.18
Evaluation return: 263.37, best: 277.18
Evaluation return: 271.07, best: 277.18
Evaluation return: 270.29, best: 277.18
Evaluation return: 273.12, best: 277.18
Evaluation return: 279.19, best: 277.18
Evaluation return: 269.40, best: 279.19
Evaluation return: 257.89, best: 279.19
Evaluation return: 263.07, best: 279.19
Evaluation return: 254.12, best: 279.19
Evaluation return: 256.05, best: 279.19
Evaluation return: 249.86, best: 279.19
Evaluation return: 245.53, best: 279.19
Evaluation return: 244.79, best: 279.19
Evaluation return: 236.70, best: 279.19
Evaluation return: 233.77, best: 279.19
Evaluation return: 241.14, best: 279.19
Evaluation return: 245.62, best: 279.19
Evaluation return: 238.02, best: 279.19
Evaluation return: 243.83, best: 279.19
Evaluation return: 246.56, best: 279.19
Evaluation return: 251.43, best: 279.19
Evaluation return: 256.96, best: 279.19
Evaluation return: 257.63, best: 279.19
Evaluation return: 263.79, best: 279.19
Evaluation return: 270.03, best: 279.19
Evaluation return: 269.83, best: 279.19
Evaluation return: 273.07, best: 279.19
Evaluation return: 277.35, best: 279.19
Evaluation return: 274.43, best: 279.19
Evaluation return: 268.37, best: 279.19
Evaluation return: 266.71, best: 279.19
Evaluation return: 263.41, best: 279.19
Evaluation return: 269.20, best: 279.19
Evaluation return: 267.00, best: 279.19
Evaluation return: 260.12, best: 279.19
Evaluation return: 264.37, best: 279.19
Evaluation return: 267.09, best: 279.19
Evaluation return: 266.60, best: 279.19
Evaluation return: 272.86, best: 279.19
Evaluation return: 275.39, best: 279.19
Evaluation return: 270.46, best: 279.19
Evaluation return: 267.87, best: 279.19
Evaluation return: 268.43, best: 279.19
Evaluation return: 269.11, best: 279.19
Evaluation return: 279.16, best: 279.19
Evaluation return: 275.65, best: 279.19
Evaluation return: 273.42, best: 279.19
Evaluation return: 271.87, best: 279.19
Evaluation return: 270.37, best: 279.19
Evaluation return: 270.86, best: 279.19
Evaluation return: 273.41, best: 279.19
Evaluation return: 276.61, best: 279.19
Evaluation return: 276.49, best: 279.19
Evaluation return: 275.98, best: 279.19
Evaluation return: 275.88, best: 279.19
Evaluation return: 279.60, best: 279.19
Evaluation return: 283.29, best: 279.60
Evaluation return: 282.10, best: 283.29
Evaluation return: 272.20, best: 283.29
Evaluation return: 273.58, best: 283.29
Evaluation return: 276.09, best: 283.29
Evaluation return: 267.57, best: 283.29
Evaluation return: 262.32, best: 283.29
Evaluation return: 266.29, best: 283.29
Evaluation return: 253.60, best: 283.29
Evaluation return: 254.73, best: 283.29
Evaluation return: 250.24, best: 283.29
Evaluation return: 248.17, best: 283.29
Evaluation return: 238.57, best: 283.29
Evaluation return: 228.15, best: 283.29
Evaluation return: 227.91, best: 283.29
Evaluation return: 237.17, best: 283.29
Evaluation return: 239.12, best: 283.29
Evaluation return: 235.25, best: 283.29
Evaluation return: 241.14, best: 283.29
Evaluation return: 236.28, best: 283.29
Evaluation return: 240.38, best: 283.29
Evaluation return: 247.42, best: 283.29
Evaluation return: 260.83, best: 283.29
Evaluation return: 267.88, best: 283.29
Evaluation return: 260.08, best: 283.29
Evaluation return: 258.44, best: 283.29
Evaluation return: 256.75, best: 283.29
Evaluation return: 252.72, best: 283.29
Evaluation return: 249.11, best: 283.29
Evaluation return: 251.18, best: 283.29
Evaluation return: 245.75, best: 283.29
Evaluation return: 237.66, best: 283.29
Evaluation return: 242.33, best: 283.29
Evaluation return: 243.28, best: 283.29
Evaluation return: 249.94, best: 283.29
Evaluation return: 249.99, best: 283.29
Evaluation return: 253.57, best: 283.29
Evaluation return: 261.70, best: 283.29
Evaluation return: 262.48, best: 283.29
Evaluation return: 261.82, best: 283.29
Evaluation return: 262.24, best: 283.29
Evaluation return: 266.25, best: 283.29
Evaluation return: 267.73, best: 283.29
Evaluation return: 267.30, best: 283.29
Evaluation return: 266.27, best: 283.29
Evaluation return: 256.65, best: 283.29
Evaluation return: 256.75, best: 283.29
Evaluation return: 256.47, best: 283.29
Evaluation return: 254.29, best: 283.29
Evaluation return: 252.41, best: 283.29
Evaluation return: 258.60, best: 283.29
Evaluation return: 260.67, best: 283.29
Evaluation return: 255.31, best: 283.29
Evaluation return: 259.85, best: 283.29
Evaluation return: 260.19, best: 283.29
Evaluation return: 269.95, best: 283.29
Evaluation return: 266.11, best: 283.29
Evaluation return: 258.41, best: 283.29
Evaluation return: 270.59, best: 283.29
Evaluation return: 266.47, best: 283.29
Evaluation return: 265.35, best: 283.29
Evaluation return: 265.88, best: 283.29
Evaluation return: 270.25, best: 283.29
Evaluation return: 266.68, best: 283.29
Evaluation return: 264.28, best: 283.29
Evaluation return: 267.45, best: 283.29
Evaluation return: 270.59, best: 283.29
Evaluation return: 269.65, best: 283.29
Evaluation return: 259.37, best: 283.29
Evaluation return: 265.17, best: 283.29
Evaluation return: 266.57, best: 283.29
Evaluation return: 264.24, best: 283.29
Evaluation return: 260.99, best: 283.29
Evaluation return: 256.57, best: 283.29
Evaluation return: 260.71, best: 283.29
Evaluation return: 256.05, best: 283.29
Evaluation return: 254.86, best: 283.29
Evaluation return: 254.20, best: 283.29
Evaluation return: 261.17, best: 283.29
Evaluation return: 263.77, best: 283.29
Evaluation return: 263.41, best: 283.29
Evaluation return: 261.77, best: 283.29
Evaluation return: 259.62, best: 283.29
Evaluation return: 262.02, best: 283.29
Evaluation return: 258.45, best: 283.29
Evaluation return: 257.53, best: 283.29
Evaluation return: 254.47, best: 283.29
Evaluation return: 262.25, best: 283.29
Evaluation return: 259.54, best: 283.29
Evaluation return: 252.84, best: 283.29
Evaluation return: 252.15, best: 283.29
Evaluation return: 259.15, best: 283.29
Evaluation return: 266.81, best: 283.29
Evaluation return: 272.30, best: 283.29
Evaluation return: 277.06, best: 283.29
Evaluation return: 280.57, best: 283.29
Evaluation return: 282.91, best: 283.29
Evaluation return: 281.24, best: 283.29
Evaluation return: 282.96, best: 283.29
Evaluation return: 283.14, best: 283.29
Evaluation return: 286.29, best: 283.29
Evaluation return: 283.08, best: 286.29
Evaluation return: 282.88, best: 286.29
Evaluation return: 281.64, best: 286.29
Evaluation return: 280.78, best: 286.29
Evaluation return: 280.92, best: 286.29
Evaluation return: 274.99, best: 286.29
Evaluation return: 270.15, best: 286.29
Evaluation return: 271.26, best: 286.29
Evaluation return: 277.42, best: 286.29
Evaluation return: 277.26, best: 286.29
Evaluation return: 279.27, best: 286.29
Evaluation return: 276.97, best: 286.29
Evaluation return: 275.01, best: 286.29
Evaluation return: 277.76, best: 286.29
Evaluation return: 276.48, best: 286.29
Evaluation return: 283.77, best: 286.29
Evaluation return: 291.80, best: 286.29
Evaluation return: 286.18, best: 291.80
Evaluation return: 274.11, best: 291.80
Evaluation return: 268.15, best: 291.80
Evaluation return: 265.28, best: 291.80
Evaluation return: 265.24, best: 291.80
Evaluation return: 266.73, best: 291.80
Evaluation return: 262.47, best: 291.80
